comment_id,video_id,comment_type,parent_id,author_name,author_channel_url,comment_text,like_count,published_at,updated_at,reply_count
UgxIl9nqvjoKBHqgSAF4AaABAg,__OwHjFkTuk,main_comment,,@선넘네-t5y,http://www.youtube.com/@%EC%84%A0%EB%84%98%EB%84%A4-t5y,아 진짜 마지막 스미마셍에서 목소리 바뀌는 거 존나웃기넼ㅋㅋㅋ,127,2025-05-02T03:33:00Z,2025-05-02T03:33:00Z,1
UgxIl9nqvjoKBHqgSAF4AaABAg.AHbDr3kv7yxAHe3KtCUZON,__OwHjFkTuk,reply,UgxIl9nqvjoKBHqgSAF4AaABAg,@ttgg정,http://www.youtube.com/@ttgg%EC%A0%95,ㅋ,0,2025-05-03T05:58:48Z,2025-05-03T05:58:48Z,0
UgwNn3dbLnEj8qVNKJR4AaABAg,__OwHjFkTuk,main_comment,,@나야-c3r,http://www.youtube.com/@%EB%82%98%EC%95%BC-c3r,존나 잘만들었네 ㅋㅋ미안하지말라니까 아엠쏘리. 이것도 하지말라니까 스미마셈ㅋㅋㅋㅋㅋㅋ,5,2025-05-11T11:52:01Z,2025-05-11T11:52:01Z,0
UgxrEM7DBbDqvQzd9Ed4AaABAg,__OwHjFkTuk,main_comment,,@sarini_angry-cactus,http://www.youtube.com/@sarini_angry-cactus,이거보고 3분동안 미친듯이 웃었네요 재밌는 영상만들어주셔서 감사합니다😂😂,366,2025-05-02T14:02:17Z,2025-05-02T14:02:17Z,3
UgxrEM7DBbDqvQzd9Ed4AaABAg.AHcLs6-LWPrAHeHixednZ8,__OwHjFkTuk,reply,UgxrEM7DBbDqvQzd9Ed4AaABAg,@탱글이-g6c,http://www.youtube.com/@%ED%83%B1%EA%B8%80%EC%9D%B4-g6c,거짓말하는게 찢죄명이네,0,2025-05-03T08:04:34Z,2025-05-03T08:04:34Z,0
UgxrEM7DBbDqvQzd9Ed4AaABAg.AHcLs6-LWPrAHw7VSuk4PS,__OwHjFkTuk,reply,UgxrEM7DBbDqvQzd9Ed4AaABAg,@화유기인대태웅,http://www.youtube.com/@%ED%99%94%EC%9C%A0%EA%B8%B0%EC%9D%B8%EB%8C%80%ED%83%9C%EC%9B%85,​@탱글이-g6c?,0,2025-05-10T06:21:32Z,2025-05-10T06:21:32Z,0
UgxrEM7DBbDqvQzd9Ed4AaABAg.AHcLs6-LWPrAHxJslniign,__OwHjFkTuk,reply,UgxrEM7DBbDqvQzd9Ed4AaABAg,@1x1x1x1-e7s,http://www.youtube.com/@1x1x1x1-e7s,​@탱글이-g6c 찢죄명이 뭔데 저AI보다 심한놈아,0,2025-05-10T17:28:57Z,2025-05-10T17:29:09Z,0
Ugx4Okd-UEMOuI0iKWJ4AaABAg,__OwHjFkTuk,main_comment,,@최익성-f9m,http://www.youtube.com/@%EC%B5%9C%EC%9D%B5%EC%84%B1-f9m,재밌습니다. ㅋㅋㅋㅋ 좋아요 누르고 갑니다.,4,2025-05-03T21:31:14Z,2025-05-03T21:31:42Z,0
UgzgCUhntOpGocOqJtt4AaABAg,__OwHjFkTuk,main_comment,,@이연서-f4e,http://www.youtube.com/@%EC%9D%B4%EC%97%B0%EC%84%9C-f4e,아니 왜 이렇게 화를 내요…. 보는데 계속 깜짝깜짝<br>놀라요 ㅋㅋㅋ😂,350,2025-05-02T05:16:58Z,2025-05-02T05:16:58Z,14
UgzgCUhntOpGocOqJtt4AaABAg.AHbPkYOWFS4AHfBPSRa41q,__OwHjFkTuk,reply,UgzgCUhntOpGocOqJtt4AaABAg,@sharf_round,http://www.youtube.com/@sharf_round,컨셉이잖아,2,2025-05-03T16:28:35Z,2025-05-03T16:28:35Z,0
UgzgCUhntOpGocOqJtt4AaABAg.AHbPkYOWFS4AHfBgktDI8q,__OwHjFkTuk,reply,UgzgCUhntOpGocOqJtt4AaABAg,@이연서-f4e,http://www.youtube.com/@%EC%9D%B4%EC%97%B0%EC%84%9C-f4e,@@sharf_round ….죄송해요.. 몰랐어요….,1,2025-05-03T16:31:05Z,2025-05-03T16:31:05Z,0
